country,continent,cancer_incidence_rate,smoking_rate,gdp_per_capita,healthcare_access,pollution_index,alcohol_consumption,obesity_rate,physical_activity_rate
Country_21,Europe,197.6894577609574,14.708341404339643,38046.122979963555,60.577481935688716,52.441856969514255,4.47884795740252,9.36319384211434,61.4634161596548
Country_22,Oceania,171.01277722115162,11.584240590331646,5823.782884983442,23.72267917359945,47.06568227325417,11.415248096017478,37.22946589160803,56.44576481629369
Country_23,Europe,210.9112188732298,21.229444172899374,52541.13882229986,10.178247262040374,41.39814398886958,1.4694540863009113,35.44637267217449,54.04578365251956
Country_24,South America,196.33011263664807,17.36732798091185,55331.471631376975,15.285913918433202,93.65762298230433,8.978455588198432,23.159331999412522,63.57841987849307
Country_25,South America,166.2655377728139,25.427963914780523,4603.599631436961,24.595772838450813,84.75574670089563,11.674421600369667,25.694640251072524,39.31441475584275
Country_26,Asia,144.57356426431534,7.720712293774469,17335.78124068502,16.06813732595557,96.85242195998613,13.274718914664492,18.96509463545456,40.91568782971627
Country_27,North America,229.68063924377722,39.10381826831583,48565.87550779062,18.656702405130577,21.186750113699027,5.789144482022705,6.916657358771097,81.70713726081104
Country_28,Oceania,190.52947336298524,39.5173760567861,45147.32173263584,28.50951686938471,75.77807276832799,12.49760226540818,16.731903457606535,86.76692772801796
Country_29,Asia,145.52614809129844,29.43565999069108,11886.740142026261,17.33735952947548,94.45064111389341,2.548844317372901,33.099870700930396,52.398558976785175
Country_30,North America,190.2907718999766,23.763372822044214,13351.610076865907,89.67654246264252,26.310975954909413,12.850332084283254,5.1621208051611,46.244680388613226
Country_31,North America,195.8763673027438,15.833466570021471,22857.854064691535,8.023374566164222,15.984664063009975,2.784841272647754,16.672471009190048,68.63997259434095
Country_32,South America,143.6189077036533,33.48282568974321,29586.856126270257,52.451138957025464,76.70085843610532,6.562022067845142,18.935904275683015,54.52405026588578
Country_33,Africa,142.2511223100134,28.965591039385775,37477.03152028746,41.03968269896615,61.70258018619207,12.162135120913751,23.8088461028273,31.52318133962069
Country_34,Africa,99.4115173335985,10.691592877071194,22765.90473461657,98.23786169086064,85.76458990824449,3.098843982882833,37.19494657444662,39.36915584197142
Country_35,Europe,215.95889748333164,36.88245145728449,28289.548251855726,11.203890216805235,22.579513896366056,4.209519533256981,17.122109802808644,72.95833373084386
Country_36,South America,180.76313383693943,33.78880350231091,45100.78534989164,39.785559904574164,81.57405806739011,11.111535957502928,17.14336206636797,69.53543651460907
Country_37,North America,242.53535578144042,38.242996965217344,3164.308970545276,96.94704332753689,28.14645880429701,11.08051151164504,30.81254368384119,31.62575955020901
Country_38,Oceania,171.11142170629662,30.4001827935926,15893.779716297224,86.55071258939803,24.729034857913405,9.976066860394162,20.82762793114325,43.318329715976965
Country_39,Africa,184.42923318356938,26.469531857752646,43087.625567188596,81.707207094928,24.783921813789362,10.7152782225394,12.861168802899368,43.86448779528428
Country_40,North America,159.29847812677662,19.63850627017166,53817.20342354476,25.790282704493983,83.3117248208244,8.598142206866346,20.83538306464427,70.3135646159237
Country_41,Africa,134.44926340967268,37.64549691739047,31188.9690848243,17.088758739006582,69.867749862658,4.525186824697339,9.929995713292996,31.182632265261848
Country_42,Africa,159.1667845165507,35.31223613251429,32394.695630653623,66.8643219924431,57.07588822922074,5.839743909054873,11.173544527717816,36.24651491907443
Country_43,Africa,135.7609817340896,6.582653453716629,7323.148669046787,92.93759891275857,42.29474357111523,3.542368035219959,22.442872045881792,77.99496512239136
Country_44,Oceania,169.5095787785886,5.9228441074038205,27397.329642583823,55.67628930139298,88.94804867317974,13.718307858670796,19.662390732659176,40.71267972326002
Country_45,South America,138.98836849940184,18.176217840731738,32424.418720846366,57.161268946989985,45.32005966803718,9.167485126725687,37.0196065373835,69.16476647111247
Country_46,Oceania,168.66319940730818,33.36936657736415,15305.75971444905,27.997909366028416,83.49394955244193,6.6119198346909585,17.683786469082158,44.29096686280359
Country_47,Asia,140.4329574924272,39.55466452602305,16885.350626013475,76.94929331919369,49.52214177131966,7.468081251017858,25.32059225973152,35.96648356556071
Country_48,North America,190.04508823245058,10.264591188623486,23259.765623172738,18.704374855752338,43.92499864824168,14.261966754565414,27.129250077183563,44.590331459967246
Country_49,South America,175.49897369145273,25.79457503732473,2184.2006688858555,32.367923640424365,51.64118071026458,3.1469196436251226,5.458305980591677,73.33601591133956
Country_50,South America,155.90180320508966,18.331179982085754,20002.67076940752,42.54364386164168,37.12400867477279,9.207217648235162,28.22380802058487,81.34178808637714
